Gasto_Vida,Gasto_Vehiculos,Gasto_Otros,Tipo_Familia,Tipo_Pareja,Tipo_Soltero,Educacion_Superior,Educacion_Media,Educacion_Baja,Poblacion_Empresario,Poblacion_Funcionario,Poblacion_Trabajador_Cualificado,Poblacion_Trabajador_No_Cualificado,Vivienda_Propiedad,Vivienda_Alquiler,Medico_Seguro_Privado,Medico_Seguridad_Social,Ingresos_Mas_De_40000,Ingresos_De_20000_Hasta_40000,Ingresos_Hasta_20000,Edad,Anio Alta,Sexo_Mujer,Productos_Vida_1,Productos_Vida_2,Productos_Vida_3,Productos_Vida_4,Productos_Vida_8,Productos_Vehiculos_1,Productos_Vehiculos_2,Productos_Vehiculos_3,Productos_Vehiculos_4,Productos_Vehiculos_5,Productos_Vehiculos_6,Productos_Vehiculos_7,Productos_Vehiculos_8,Productos_Vehiculos_10,Productos_Otros_1,Productos_Otros_2,Productos_Otros_3,Productos_Otros_4,Productos_Otros_5,Productos_Otros_6,Productos_Otros_7,Productos_Otros_8,Mes Alta_Agosto,Mes Alta_Diciembre,Mes Alta_Enero,Mes Alta_Febrero,Mes Alta_Julio,Mes Alta_Junio,Mes Alta_Marzo,Mes Alta_Mayo,Mes Alta_Noviembre,Mes Alta_Octubre,Mes Alta_Septiembre,Dia Semana_Jueves,Dia Semana_Lunes,Dia Semana_Martes,Dia Semana_Miércoles,Dia Semana_Sábado,Dia Semana_Viernes,CompraSeguro,Tipo Archivo
0.0,0.0,63.27,47.23,19.98,32.79,30.16,23.91,45.92,68.53,23.9,2.49,5.08,24.58,75.42,71.78,28.22,31.34,0.0,68.66,71,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Entrenamiento
0.0,610.64,0.0,43.58,30.05,26.38,6.56,51.36,42.08,3.61,50.48,33.09,12.83,29.68,70.32,15.7,84.3,0.0,0.0,100.0,58,1987,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,Entrenamiento
0.0,4512.01,0.0,26.69,54.64,18.67,12.34,35.86,51.79,14.75,21.17,28.54,35.54,98.32,1.68,31.86,68.14,0.0,6.5,93.5,53,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Entrenamiento
0.0,2873.16,0.0,1.35,54.03,44.62,4.21,64.85,30.94,0.0,63.23,7.73,29.04,0.0,100.0,3.12,96.88,0.0,0.0,100.0,51,1993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Entrenamiento
0.0,1509.86,364.37,42.32,36.88,20.8,31.69,31.56,36.76,66.25,17.71,0.0,16.03,54.69,45.31,32.78,67.22,0.0,9.22,90.77,44,2001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Entrenamiento
0.0,0.0,0.0,0.0,2.12,97.88,1.47,96.15,2.38,9.43,40.25,0.0,50.32,0.0,100.0,45.61,54.39,0.0,3.0,97.01,45,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Entrenamiento
0.0,1902.62,217.42,0.0,100.0,0.0,0.0,100.0,0.0,45.76,0.0,0.0,54.24,26.23,73.77,69.75,30.25,0.0,5.42,94.59,40,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,Entrenamiento
0.0,0.0,0.0,66.05,33.95,0.0,0.0,35.38,64.62,0.0,19.55,68.59,11.86,100.0,0.0,0.0,100.0,0.0,0.0,100.0,78,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,Entrenamiento
0.0,5010.69,477.9,100.0,0.0,0.0,0.0,32.39,67.61,0.0,51.49,34.12,14.39,79.87,20.13,43.5,56.5,0.0,0.0,100.0,48,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,Entrenamiento
0.0,1122.7,0.0,45.37,54.63,0.0,0.0,9.54,90.46,0.0,32.4,0.0,67.6,2.73,97.27,18.19,81.81,0.0,0.0,100.0,44,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Entrenamiento
0.0,1610.77,309.11,25.64,74.36,0.0,15.88,84.12,0.0,21.01,78.99,0.0,0.0,100.0,0.0,20.08,79.92,0.0,0.0,100.0,62,1985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Entrenamiento
0.0,79.09,0.0,41.84,58.16,0.0,0.0,50.87,49.13,0.0,0.0,54.21,45.79,100.0,0.0,16.68,83.32,0.0,7.02,92.98,79,1964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,Entrenamiento
0.0,3980.79,0.0,61.33,37.47,1.2,45.45,54.55,0.0,100.0,0.0,0.0,0.0,100.0,0.0,80.02,19.98,43.57,0.0,56.43,75,1971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,Entrenamiento
0.0,3474.96,270.75,1.11,1.86,97.03,0.0,1.08,98.92,0.0,0.0,51.59,48.41,3.63,96.37,13.85,86.15,0.0,0.0,100.0,77,1969,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Entrenamiento
0.0,0.0,35.15,48.18,31.62,14.35,6.28,34.05,53.39,16.020000000000003,27.57,19.55,22.94,57.8,42.2,20.57,79.43,0.0,0.0,99.99,64,1982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,Entrenamiento
0.0,3566.24,268.51,43.37,20.25,36.38,0.0,15.83,84.17,9.51,10.78,0.0,79.71,19.65,80.35,13.5,86.5,0.0,0.0,100.0,61,1985,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,Entrenamiento
0.0,2343.04,0.0,19.35,21.7,58.95,68.42,31.58,0.0,43.64,29.66,0.0,26.7,0.0,100.0,81.76,18.24,0.0,0.0,100.0,65,1980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Entrenamiento
0.0,264.03,0.0,51.6,29.86,18.54,0.0,21.24,78.76,0.0,0.0,37.06,62.95,73.62,26.38,19.66,80.34,0.0,0.0,100.0,62,1984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,Entrenamiento
0.0,3489.73,195.98,70.77,29.23,0.0,0.0,0.0,100.0,0.0,27.79,72.21,0.0,100.0,0.0,11.23,88.77,0.0,0.0,100.0,77,1968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,Entrenamiento
0.0,4519.52,0.0,94.44,4.24,1.32,0.0,3.82,96.18,12.05,6.61,56.44,24.9,0.0,100.0,17.41,82.59,0.0,0.0,99.99,43,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,Entrenamiento
